번호,등록번호,서명,저자,출판사,출판년도,
234,BSL00000245,"인섹타겟돈 : 곤충이 사라진 세계,  지구의 미래는 어디로 향할까","올리버 밀먼 지음, 황선영 옮김",블랙피쉬,2023,
235,BSL00000246,세종교양 의외로 사람들이 잘 모르는 정치,강원택 지음,북멘토,2022,
236,BSL00000247,"전쟁,  혁신,  사람 그리고 전략 : 전쟁으로 읽는 핵심 마케팅전략","박정은,곽민순 공지음",박영사,2023,
237,BSL00000248,세종교양 절대적이며 상대적인 리더십의 물리학,진원재 지음,비즈니스북스,2022,
238,BSL00000249,"세 일본이 흔들린다 : 경제,  정책,  산업,  인구로 살펴본 일본의 현재와 미래",정영효 지음,한국경제신문,2022,
239,BSL00000250,세종교양 지속 불가능한 불평등,"뤼카 샹셀 지음,이세진 옮김",니케북스,2023,
240,BSL00000251,철학이 있는 교실살이  : 힘겨운 교직 삶을 올곧게 꿋꿋이 헤쳐 나가려는 교사를 위한 교실 철학,이성우 지음,살림터,2023,
241,BSL00000252,나는 왜 소년범을 변호했을까  : 우리 사회에서 낙인찍힌 그들을 위한 변론,김광민 지음,인물과사상사,2023,
242,BSL00000253,코로나가 아이들에게 남긴 상처들,김현수 지음,해냄,2023,
243,BSL00000254,로봇의 지배 : 인공지능은 어떻게 모든 것을 바꿔 놓았나,"마틴 포드 지음,이윤진 옮김",시크릿하우스,2023,
244,BSL00000255,"혁신에 대한 모든 것,전자자료  : 혁신은 어떻게 탄생하고,  작동하고,  성공하는가","매트 리들리 지음,이한음 번역",청림,2023,
245,BSL00000256,(글로벌 금융 전문가가 알려주는) 환율 비밀 노트 : 환율을 알고나니 경제가 쉬워졌다!,"최재영,오정석 공지음",시공사,2022,
246,BSL00000257,이렇게 누워만 있어도 괜찮을까 : 오늘도 고립의 시간을 살아가는 여성 청년들,안예슬 지음,이매진,2024,
247,BSL00000258,"불편하지만 아이 키우는 데 문제없습니다,전자자료  : 장애 부모가 마음 놓고 아이를 키울 수 있는 세상을 바라며",백순심 지음,설렘,2024,
248,BSL00000259,(엉뚱생뚱 엄 변호사의) 너무나 인간적인 변호 일기,엄상익 지음,답게,2024,
249,BSL00000260,세종 나는 인스타마켓으로 월급보다 많이 번다,권소영 지음,경이로움,2023,
250,BSL00000261,낯선 사람  : 뒤흔들거나 균열을 내거나,김도훈,한겨레출판 :한겨레엔,2023,
251,BSL00000262,내일 학교  : 교육을 바꾸는 디자인의 힘,"프라카시 나이르,로니 짐머 닥터리,리처드 엘모어 지음,유명희 옮김",창비 :창비교육,2023,
252,BSL00000263,세종교양 누가 내 집 마련의 꿈을 빼앗아 갔는가?,이준구 지음,문우사,2023,
253,BSL00000264,대한민국 교육트렌드 2023  : 한국 교육을 움직이는 20가지 키워드,"교육트렌드2023 집필팀,유은혜,김진경,김성근,김영식,유재,홍인기,김차명,김용,채창균,김은영,장성식,박재원,정훈,한승모,김성천,이광호,최종홍,송대헌,최지윤,성기선",에듀니티,2023,
254,BSL00000265,매일 같은 밥을 먹는 사람들  : 식사를 선택할 수 없는 삶,"권기석,양민철,방극렬,권민지",북콤마,2022,
255,BSL00000266,미래 교육  : 행복한 미래 학교,최우성 지음,BM성안당,2023,
256,BSL00000267,100단어로 읽는 중세 이야기 : 어원에 담긴 매혹적인 역사를 읽다,김동섭 지음,책과함께,2023,
257,BSL00000268,근현대 중국의 지식인들 : 인간을 묻다,이은상...등저,부산대학교출판문화원,2023,
258,BSL00000269,세종교양 누가 민주주의를 두려워하는가,김민철 지음,창비,2023,
259,BSL00000270,"반구대 이야기  = ,Bangudae petroglyphs storytelling  : 새김에서 기억으로",전호태 지음,성균관대학교 출판부,2023,
260,BSL00000271,빵 자매의 빵빵한 여행,"박미이,복혜원 공지음",이담북스,2023,
261,BSL00000272,세상 끝 등대  : 바다 위 낭만적인 보호자,"곤살레스 마시아스 지음,엄지영 옮김",OrangeD(오렌지디),2023,
262,BSL00000273,(역사 선생님이 들려주는) 동아시아 맞수 열전  : 역사의 세찬 물줄기에 맞선 뜨거운 사람들의 이야기,전국역사교사모임 지음.,북멘토,2023,
263,BSL00000274,다이브(양장) : 단요 장편소설,단요 지음,창비,2022,
264,BSL00000275,세 조선사 스무고개 : 고소설 연구자가 발견한 역사의 조각들,이윤석 지음,한뼘책방,2023,
265,BSL00000276,우리 안의 친일 : 반일을 넘어 탈식민의 성찰로,조형근 지음,역사비평사,2023,
266,BSL00000277,세종 그래서 마케팅에도 심리학이 필요합니다 : 까다로운 소비자의 욕망을 파악하는 마케팅 심리효과 45,"진변석,김종선 공지음",팬덤북스,2022,
267,BSL00000278,"기본소득,  공상 혹은 환상  : 기본소득을 넘어 국가를 다시 생각해보기",김공회 지음,오월의봄,2023,
268,BSL00000279,교사 감정 사전  : 상처받는 교사를 위한 마음 챙김 멘토링,김태승 지음,푸른칠판,2023,
269,BSL00000280,세 기술의 충돌 : 미중 기술패권 전쟁과 7가지 게임체인저,박현 지음,서해문집,2022,
270,BSL00000281,나는 세무사 없이 세금 신고한다,송대훈 지음,교보문고,2023,
271,BSL00000283,가짜 뉴스 시대에서 살아남기  : 당신도 가짜 뉴스의 희생자가 될 수 있다,류희림 지음,글로세움,2018,
272,BSL00000284,한 우물을 파면 강이 된다  : 독서로 성공한 사람들,김윤환 지음,문이당,2019,
273,BSL00000286,유리는 깨질 때 더 빛난다 : 우리가 함께 그려 온 이야기,한국여성기자협회 지음,나남,2022,
274,BSL00000287,"차이나는 클라스,전자자료  : 인문학 편  : 고전·철학·예술",JTBC <차이나는 클라스> 제작팀 지음,중앙books :중앙일보에스,2021,
275,BSL00000288,낭독 독서법  : 잠들어 있던 당신의 거대한 영혼을 깨우는 기적의 독서법,진가록 지음,북씽크,2018,
276,BSL00000289,"AI로 일하는 기술  : 인공지능은 어떻게 일이 되는가  : 메타버스,  NFT,  자율주행 결국 이 모든 것은 인공지능이다",장동인 지음,한빛미디어,2022,
277,BSL00000291,(자연과학과 인문정신의 만남)한국의 유네스코 세계문화유산,이종호 지음,마리북스,2023,
278,BSL00000292,(겨레의 작은 역사) 방언,이길재 지음,한국출판문화산업진흥원,2023,
279,BSL00000293,(또 하나의 생활문화 지도) 땅이름,배우리 지음,한국출판문화산업진흥원,2023,
280,BSL00000294,(길에서 만나는) 한글,김슬옹 지음,한국출판문화산업진흥원,2023,
281,BSL00000295,"박물관을 쓰는 직업  : 국립중앙박물관 연구원,  일과 유물에 대한 깊은 사랑을 쓰다",신지은,마음산책,2022,
282,BSL00000296,"문제 해결 저널리즘 : 문제를 넘어 해법과 대안으로,  솔루션 저널리즘의 한국형 모델과 실행 방법론",이정환 지음,인물과사상사,2022,
283,BSL00000297,에세이 만드는 법  : 더 많은 독자를 상상하는 편집자의 모험,이연실 지음,유유,2021,
284,BSL00000298,(일상과 예술이 하나)예술마을의 탄생,"이동연,유사원 공지음",한국출판문화산업진흥원,2023,
285,BSL00000299,"퀀텀의 세계  = ,Quantum world  : 세상을 뒤바꿀 기술,  양자컴퓨터의 모든 것",이순칠 지음,해나무 :북하우스 퍼블리셔스,2021,
286,BSL00000300,잠들기 전에 읽는 인문학 365,양승욱 지음,오렌지연필,2022,
287,BSL00000302,"지적 대화를 위한 넓고 얕은 지식 : 철학,  과학,  예술,  종교,  신비 편","채사장 지음,최광렬 그림",한빛비즈,2017,
288,BSL00000305,괴짜 심리학 : 생각의 오류를 파헤치는 심리학의 유쾌한 반란,"리처드 와이즈먼 지음,한창호 옮김",웅진지식하우스,2009,
289,BSL00000307,지적 대화를 위한 넓고 얕은 지식,채사장 지음,한빛비즈,2017,
290,BSL00000308,"프로이트,  지금은 나 자신을 사랑할 때","멍즈 지음,하진이 옮김",오렌지연필,2020,
291,BSL00000309,고요할수록 밝아지는 것들 : 혜민 스님과 함께 지혜와 평온으로 가는 길,혜민 지음,수오서재,2019,
292,BSL00000310,니체와 함께 춤을  : <비극의 탄생>으로 읽는 디오니소스 미학과 생의 예찬,이동용 지음,이파르,2015,
293,BSL00000311,(한 권으로 당당하게 끝내는) 손자병법,"손무 지음,차평일 평역",동해출판,2011,
294,BSL00000312,우리의 불행은 당연하지 않습니다  : 대한민국의 불편한 진실을 직시하다,김누리 지음,해냄,2020,
295,BSL00000316,명리 인문학,전형일 지음,알렙,2016,
296,BSL00000317,고양이 부처는 고민이 없다냥  : 고양이처럼 인생을 행복하게 사는 84가지 방법,"미야시타 마코토 지음,김희은 옮김",한빛비즈,2017,
297,BSL00000318,관상궁합  : 얼굴로 읽는 궁합의 세계,안준범 지음,유아이북스,2017,
298,BSL00000319,"일단 오늘부터 행복합시다,전자자료  : 20만 스웨덴 독자들의 행복지수를 높여준 'u2018지금 이 순간'u2019 훈련법","마츠 빌마르크,수전 빌마르크 공지음,이종인 옮김",마일스톤 :이퍼블릭,2018,
299,BSL00000320,자신감은 이 순간에 생긴다  : 지치지 않고 성과를 내는 사람들의 비밀,"야나기사와 유키오 지음,노경아 옮김",유노북스,2015,
300,BSL00000321,니체와 걷다  : 당신은 아직 더 갈 수 있다  : 니체가 들려주는 용기의 말,"프리드리히 니체 지음,시라토리 하루히코 엮음,이신철 옮김",케미스토리 :와이스쿨,2016,
301,BSL00000322,아들러식 대화법  : 엄마와 아이 사이,"하라다 아야코 지음,박지석 옮김",진선books :진선출판사,2016,
302,BSL00000326,의심의 철학  : 이진우 교수의 공대생을 위한 철학 강의,이진우 지음,Humanist(휴머니스트 출판그룹),2017,
303,BSL00000327,조용헌의 사주명리학 이야기  : 때를 고민하는 당신을 위한 인생수업,"조용헌,사진: 백종하",RHK(알에이치코리아),2014,
304,BSL00000328,(난세에 깨닫고 기적을 실천하는) 동양고전의 힘,김부건 지음,부광,2017,
305,BSL00000329,"맹자,  사람의 길",김용옥 지음,통나무,2012,
306,BSL00000330,"맹자,  사람의 길",김용옥 지음,통나무,2012,
307,BSL00000331,나는 오늘도 소진되고 있습니다,이진희 지음,대림북스,2017,
308,BSL00000332,스트레스의 힘  : 끊임없는 자극이 만드는 극적인 성장,"캘리 맥고니걸,옮긴이: 신예경",21세기북스 :북이십일,2015,
309,BSL00000334,나는 불안과 함께 살아간다  : 희망과 회복력을 되찾기 위한 어느 불안증 환자의 지적 여정,"스콧 스토셀 지음,홍한별 옮김",반비,2015,
310,BSL00000337,(사이토 다카시의) 유연한 지성의 단련법  : 불안을 이기는 지성의 힘,"사이토 다카시,옮긴이: 홍성민",샘터,2017,
311,BSL00000339,내 그림자가 나를 돕는다,"데이비드 리코 지음,김하락 옮김",마디,2014,
312,BSL00000341,전국책,"유향 저, 임동석 역",올재,2020,
313,BSL00000342,전국책,"유향 지음,임동석 옮김",사단법인 올재,2020,
314,BSL00000343,맥베스,"윌리엄 셰익스피어,옮긴이: 김우탁",Olje(올재),2020,
315,BSL00000344,주역,신원봉 역,Olje(올재),2020,
316,BSL00000345,관자,"관중 저,신동준 역",올재,2020,
317,BSL00000346,관자,"관중 지음,신동준 옮김",Olje(올재),2020,
318,BSL00000347,사주명리학 실전풀이,김동완 글,동학사,2012,
319,BSL00000348,(전문학습) 사주명리학 물상론분석  : 원리를 알면 실전에 강하다!,김동완 글,동학사,2013,
320,BSL00000349,(분석학습) 사주명리학 가족상담 : 원리를 알면 실전에 강하다!,김동완 지음,동학사,2013,
321,BSL00000350,(분석학습) 사주명리학 심리분석 : 원리를 알면 실전에 강하다,김동완 지음,동학사,2013,
322,BSL00000351,사주명리학 운세변화 : 원리를 알면 실전에 강하다!,김동완 글씀,동학사,2013,
323,BSL00000352,사주명리학 용신특강,김동완 지음,동학사,2013,
324,BSL00000353,사주명리학 격국특강 : 원리를 알면 실전에 강하다,김동완 글,동학사,2013,
325,BSL00000354,사주명리학 완전정복,김동완,동학사,2020,
326,BSL00000355,사주명리학 초보 탈출 : 원리를 알면 실전에 강하다!,김동완 지음,동학사,2020,
327,BSL00000357,어떻게 살 것인가,유시민 지음,아포리아 :아름다운사람들,2019,
328,BSL00000359,12가지 인생의 법칙  : 혼돈의 해독제,"조던 B. 피터슨 지음,강주헌 옮김",메이븐,2018,
329,BSL00000360,"여행하는 인간 = ,Homo viator : 정신과의사 문요한이 전하는 여행의 심리학",문요한 지음,해냄,2017,
330,BSL00000361,나는 이제 나와 이별하기로 했다  : 융 심리학에서 발견한 오래된 나로부터의 자유,"제임스 홀리스 지음,이정란 옮김",빈티지하우스,2020,
331,BSL00000362,심리학이 이렇게 쓸모 있을 줄이야,"류쉬안 지음,원녕경 옮김",다연,2019,
332,BSL00000363,공자의 마지막 공부  : 운명을 넘어선다는 것,김승호 지음,다산초당 :다산북스,2020,
333,BSL00000364,"열하일기,  웃음과 역설의 유쾌한 시공간 : 개정신판",고미숙 지음,,2018,
334,BSL00000365,인간은 왜 잔인해지는가  : 타인을 대상화하는 인간,"존 M. 렉터,옮긴이: 양미래",교유서가 :교유당,2021,
335,BSL00000366,"인생에 가장 중요한 7인을 만나라  = ,Find the 7 most important persons in your life  : 내 삶에 힘이 되는 사람을 찾는 지혜","리웨이원 지음,허유영 옮김",비즈니스북스,2015,
336,BSL00000367,(한 문장으로 시작하는) 철학 수업  : 이성과 감성으로 더듬어간 진리의 변천사,박홍순 지음,Whale books(웨일북),2019,
337,BSL00000368,살며 사랑하며 배우며,"레오 버스카글리아 지음,이은선 옮김",홍익,2019,
338,BSL00000369,무엇이 좋은 삶인가  : 동서양 고전에서 찾아 가는 단단한 삶,"김헌,김월회",민음사,2020,
339,BSL00000371,나는 죽을때까지 재미있게 살고 싶다  : 멋지게 나이 들고 싶은 사람들을 위한 인생의 기술 53,"이근후 지음,김선경 엮음",웅진씽크빅 :갤리온,2022,
340,BSL00000372,올재클래식,"윌리엄 셰익스피어 지음,김우탁 옮김",Olje(올재),2020,
341,BSL00000373,오늘부터 웃으며 거절할게요  : 상처 주지 않고 상처받지 않는 거절의 기술,"저우웨이리,옮긴이: 고보혜",이터,2019,
342,BSL00000377,"내 인생,  방치하지 않습니다,전자자료 : 평생 8가지 불안장애에 시달렸던 한 여성의 20년에 걸친 심리 보고서","사라 윌슨 지음,엄자현 옮김",나무의철학,2019,
343,BSL00000378,"베트남 사상으로의 초대  = ,The invitation to Vietnam's thought",김성범,푸른사상,2019,
